@relation Results

@attribute Area numeric
@attribute X numeric
@attribute Y numeric
@attribute XM numeric
@attribute YM numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute Circ numeric
@attribute IntDen numeric
@attribute RawIntDen numeric
@attribute Slice numeric
@attribute AR numeric
@attribute Round numeric
@attribute Solidity numeric
@attribute especie {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}

@data
73906,160.101,119.599,160.101,119.599,353.765,265.996,1.6,0.743,18846030,18846030,1263,1.33,0.752,0.962,21
73570,159.41,120.298,159.41,120.298,353.192,265.216,1.93,0.74,18760350,18760350,1264,1.332,0.751,0.958,21
73246,159.798,120.36,159.798,120.36,352.389,264.65,2.248,0.737,18677730,18677730,1265,1.332,0.751,0.954,21
72799,159.644,119.729,159.644,119.729,350.989,264.084,2.322,0.732,18563745,18563745,1266,1.329,0.752,0.948,21
72830,159.387,120.017,159.387,120.017,351.533,263.787,2.789,0.733,18571650,18571650,1267,1.333,0.75,0.948,21
73368,160.147,119.976,160.147,119.976,352.525,264.988,2.069,0.738,18708840,18708840,1268,1.33,0.752,0.955,21
73302,159.969,119.853,159.969,119.853,352.82,264.528,2.238,0.737,18692010,18692010,1269,1.334,0.75,0.954,21
73335,159.942,119.762,159.942,119.762,352.913,264.578,2.137,0.738,18700425,18700425,1270,1.334,0.75,0.955,21
73141,159.566,119.748,159.566,119.748,351.753,264.748,2.2,0.736,18650955,18650955,1271,1.329,0.753,0.952,21
72270,160.593,120.554,160.593,120.554,350.118,262.817,3.228,0.727,18428850,18428850,1272,1.332,0.751,0.941,21
72414,159.892,119.78,159.892,119.78,350.521,263.038,3.324,0.728,18465570,18465570,1273,1.333,0.75,0.943,21
72744,160.208,119.538,160.208,119.538,351.169,263.749,2.68,0.732,18549720,18549720,1274,1.331,0.751,0.947,21
73893,160.468,119.998,160.468,119.998,353.902,265.846,1.993,0.743,18842715,18842715,1275,1.331,0.751,0.962,21
72741,159.935,120.225,159.935,120.225,351.372,263.586,2.81,0.732,18548955,18548955,1276,1.333,0.75,0.947,21
72679,160.006,119.443,160.006,119.443,351.069,263.589,2.699,0.731,18533145,18533145,1277,1.332,0.751,0.946,21
72600,159.277,119.659,159.277,119.659,351.041,263.323,2.654,0.73,18513000,18513000,1278,1.333,0.75,0.945,21
72574,159.635,120.025,159.635,120.025,350.911,263.327,2.911,0.73,18506370,18506370,1279,1.333,0.75,0.945,21
74052,160.594,120.368,160.594,120.368,354.199,266.195,1.648,0.745,18883260,18883260,1280,1.331,0.752,0.964,21
74573,160.504,120.687,160.504,120.687,355.87,266.809,1.4,0.743,19016115,19016115,1281,1.334,0.75,0.971,21
74086,160.551,120.346,160.551,120.346,354.293,266.246,1.626,0.745,18891930,18891930,1282,1.331,0.751,0.965,21
74669,160.605,120.162,160.605,120.162,356.128,266.959,0.992,0.751,19040595,19040595,1283,1.334,0.75,0.972,21
74744,160.151,120.587,160.151,120.587,356.462,266.977,1.233,0.752,19059720,19059720,1284,1.335,0.749,0.973,21
73472,160.895,120.552,160.895,120.552,353.239,264.828,2.574,0.739,18735360,18735360,1285,1.334,0.75,0.957,21
74523,160.6,120.029,160.6,120.029,355.475,266.927,1.334,0.75,19003365,19003365,1286,1.332,0.751,0.97,21
74852,160.118,120.404,160.118,120.404,356.942,267.003,0.919,0.753,19087260,19087260,1287,1.337,0.748,0.975,21
74996,160.196,119.978,160.196,119.978,356.706,267.694,0.789,0.754,19123980,19123980,1288,1.333,0.75,0.977,21
66788,161.44,119.184,161.44,119.184,335.91,253.155,0.155,0.672,17030940,17030940,1289,1.327,0.754,0.87,22
65639,161.87,119.004,161.87,119.004,331.957,251.762,0.471,0.66,16737945,16737945,1290,1.319,0.758,0.855,22
65063,161.75,120.53,161.75,120.53,332.695,248.999,3.734,0.655,16591065,16591065,1291,1.336,0.748,0.847,22
62978,161.467,119.233,161.467,119.233,329.633,243.259,5.161,0.634,16059390,16059390,1292,1.355,0.738,0.82,22
64214,164.1,121.042,164.1,121.042,330.434,247.431,5.64,0.646,16374570,16374570,1293,1.335,0.749,0.836,22
67494,161.868,119.517,161.868,119.517,338.705,253.72,3.474,0.679,17210970,17210970,1294,1.335,0.749,0.879,22
64507,160.925,120.12,160.925,120.12,331.301,247.91,4.094,0.649,16449285,16449285,1295,1.336,0.748,0.84,22
62521,161.111,120.728,161.111,120.728,326.874,243.532,3.992,0.629,15942855,15942855,1296,1.342,0.745,0.814,22
66372,163.303,119.877,163.303,119.877,336.419,251.197,4.747,0.668,16924860,16924860,1297,1.339,0.747,0.864,22
62525,163.975,119.38,163.975,119.38,325.472,244.596,179.373,0.629,15943875,15943875,1298,1.331,0.752,0.814,22
66215,165.913,118.88,165.913,118.88,333.919,252.479,4.518,0.666,16884825,16884825,1299,1.323,0.756,0.862,22
66854,163.718,121.05,163.718,121.05,337.295,252.364,4.94,0.673,17047770,17047770,1300,1.337,0.748,0.87,22
67242,163.467,120.524,163.467,120.524,336.864,254.153,4.481,0.676,17146710,17146710,1301,1.325,0.754,0.876,22
64909,164.228,120.689,164.228,120.689,332.153,248.816,4.784,0.653,16551795,16551795,1302,1.335,0.749,0.845,22
67231,162.262,121.984,162.262,121.984,338.771,252.682,4.795,0.676,17143905,17143905,1303,1.341,0.746,0.875,22
67153,162.696,122.414,162.696,122.414,338.404,252.662,5.173,0.676,17124015,17124015,1304,1.339,0.747,0.874,22
65811,163.363,121.047,163.363,121.047,334.982,250.142,5.134,0.662,16781805,16781805,1305,1.339,0.747,0.857,22
66568,164.364,120.333,164.364,120.333,335.455,252.663,5.01,0.67,16974840,16974840,1306,1.328,0.753,0.867,22
65809,162.861,120.193,162.861,120.193,334.188,250.729,4.848,0.662,16781295,16781295,1307,1.333,0.75,0.857,22
66764,162.961,120.632,162.961,120.632,336.638,252.517,4.874,0.672,17024820,17024820,1308,1.333,0.75,0.869,22
66643,164.256,120.643,164.256,120.643,336.26,252.342,4.48,0.67,16993965,16993965,1309,1.333,0.75,0.868,22
67655,162.263,120.631,162.263,120.631,339.274,253.898,4.096,0.681,17252025,17252025,1310,1.336,0.748,0.881,22
65900,163.132,121.676,163.132,121.676,335.192,250.324,1.69,0.663,16804500,16804500,1311,1.339,0.747,0.858,22
66130,164.012,121.052,164.012,121.052,334.915,251.405,4.967,0.665,16863150,16863150,1312,1.332,0.751,0.861,22
67451,162.297,122.388,162.297,122.388,339.467,252.989,5.166,0.679,17200005,17200005,1313,1.342,0.745,0.878,22
68385,163.241,120.931,163.241,120.931,339.732,256.292,3.848,0.688,17438175,17438175,1314,1.326,0.754,0.89,22
65861,162.863,120.876,162.863,120.876,333.81,251.211,4.027,0.663,16794555,16794555,1315,1.329,0.753,0.858,22
66715,162.715,121.324,162.715,121.324,337.59,251.619,5.076,0.671,17012325,17012325,1316,1.342,0.745,0.869,22
66860,163.097,120.744,163.097,120.744,337.315,252.372,4.356,0.673,17049300,17049300,1317,1.337,0.748,0.871,22
63572,161.791,120.922,161.791,120.922,330.42,244.968,4.932,0.64,16210860,16210860,1318,1.349,0.741,0.828,22
64515,162.936,120.704,162.936,120.704,332.485,247.058,5.887,0.649,16451325,16451325,1319,1.346,0.743,0.84,22
64494,162.971,121.057,162.971,121.057,332.663,246.845,6.153,0.649,16445970,16445970,1320,1.348,0.742,0.84,22
66745,164.206,121.055,164.206,121.055,336.056,252.882,4.755,0.671,17019975,17019975,1321,1.329,0.753,0.869,22
66830,164.468,121.238,164.468,121.238,336.983,252.507,5.435,0.672,17041650,17041650,1322,1.335,0.749,0.87,22
66076,163.394,121.519,163.394,121.519,336.136,250.287,5.349,0.665,16849380,16849380,1323,1.343,0.745,0.86,22
63797,164.038,120.914,164.038,120.914,329.977,246.165,6.852,0.642,16268235,16268235,1324,1.34,0.746,0.831,22
64901,163.336,122.181,163.336,122.181,333.104,248.074,5.876,0.653,16549755,16549755,1325,1.343,0.745,0.845,22
68618,163.89,121.175,163.89,121.175,341.43,255.886,4.158,0.69,17497590,17497590,1326,1.334,0.749,0.893,22
65143,164.067,122.205,164.067,122.205,334.146,248.223,5.443,0.655,16611465,16611465,1327,1.346,0.743,0.848,22
66591,163.373,122.366,163.373,122.366,336.753,251.776,5.882,0.67,16980705,16980705,1328,1.338,0.748,0.867,22
67059,164.258,121.827,164.258,121.827,337.963,252.637,5.25,0.675,17100045,17100045,1329,1.338,0.748,0.873,22
62715,159.878,121.456,159.878,121.456,329.011,242.701,6.395,0.631,15992325,15992325,1330,1.356,0.738,0.817,22
64196,161.738,121.777,161.738,121.777,331.996,246.199,4.839,0.646,16369980,16369980,1331,1.348,0.742,0.836,22
70794,160.187,121.774,160.187,121.774,346.102,260.437,0.096,0.712,18052470,18052470,1332,1.329,0.752,0.922,22
70869,162.502,122.333,162.502,122.333,346.584,260.35,0.79,0.713,18071595,18071595,1333,1.331,0.751,0.923,22
69894,160.171,120.568,160.171,120.568,344.972,257.968,1.605,0.703,17822970,17822970,1334,1.337,0.748,0.91,22
68767,161.04,122.515,161.04,122.515,342.698,255.492,1.934,0.692,17535585,17535585,1335,1.341,0.746,0.895,22
70903,160.039,122.424,160.039,122.424,347.118,260.074,179.995,0.713,18080265,18080265,1336,1.335,0.749,0.923,22
68994,161.373,121.852,161.373,121.852,342.388,256.569,0.745,0.694,17593470,17593470,1337,1.334,0.749,0.898,22
72419,160.906,121.672,160.906,121.672,351.038,262.669,0.403,0.729,18466845,18466845,1338,1.336,0.748,0.943,22
66709,158.522,120.34,158.522,120.34,336.835,252.161,3.121,0.671,17010795,17010795,1339,1.336,0.749,0.869,22
71063,160.27,122.55,160.27,122.55,348.19,259.859,0.547,0.715,18121065,18121065,1340,1.34,0.746,0.925,22
69089,159.928,122.554,159.928,122.554,343.589,256.024,1.498,0.695,17617695,17617695,1341,1.342,0.745,0.9,22
71984,161.39,121.876,161.39,121.876,349.966,261.891,0.597,0.724,18355920,18355920,1342,1.336,0.748,0.937,22
68715,162.026,121.548,162.026,121.548,341.455,256.229,2.334,0.691,17522325,17522325,1343,1.333,0.75,0.895,22
70534,161.336,119.812,161.336,119.812,345.601,259.857,1.626,0.71,17986170,17986170,1344,1.33,0.752,0.918,23
75335,159.864,120.35,159.864,120.35,357.86,268.036,179.362,0.758,19210425,19210425,1345,1.335,0.749,0.981,23
75234,160.452,120.019,160.452,120.019,356.617,268.61,179.516,0.757,19184670,19184670,1346,1.328,0.753,0.98,23
74237,160.16,120.722,160.16,120.722,355.225,266.089,1.801,0.747,18930435,18930435,1347,1.335,0.749,0.967,23
75422,160.332,120.144,160.332,120.144,357.353,268.727,179.688,0.759,19232610,19232610,1348,1.33,0.752,0.982,23
75208,160.036,120.169,160.036,120.169,356.907,268.299,179.557,0.757,19178040,19178040,1349,1.33,0.752,0.979,23
74600,160.09,119.91,160.09,119.91,355.686,267.043,178.471,0.75,19023000,19023000,1350,1.332,0.751,0.971,23
74237,160.145,119.997,160.145,119.997,354.432,266.684,178.641,0.747,18930435,18930435,1351,1.329,0.752,0.967,23
74409,160.112,120.321,160.112,120.321,355.314,266.639,178.425,0.749,18974295,18974295,1352,1.333,0.75,0.969,23
74750,160.519,119.806,160.519,119.806,355.977,267.362,178.538,0.752,19061250,19061250,1353,1.331,0.751,0.973,23
74601,160.328,119.952,160.328,119.952,355.714,267.026,178.54,0.75,19023255,19023255,1354,1.332,0.751,0.971,23
74612,160.249,120.245,160.249,120.245,355.809,266.994,178.539,0.751,19026060,19026060,1355,1.333,0.75,0.972,23
74405,160.289,120.169,160.289,120.169,355.043,266.828,178.606,0.749,18973275,18973275,1356,1.331,0.752,0.969,23
74776,160.414,119.909,160.414,119.909,356.115,267.351,178.528,0.752,19067880,19067880,1357,1.332,0.751,0.974,23
74690,160,120.193,160,120.193,355.474,267.525,178.699,0.751,19045950,19045950,1358,1.329,0.753,0.973,23
74970,160.284,120.041,160.284,120.041,356.471,267.777,178.91,0.754,19117350,19117350,1359,1.331,0.751,0.976,23
74660,160.316,119.962,160.316,119.962,355.804,267.17,178.631,0.751,19038300,19038300,1360,1.332,0.751,0.972,23
74464,160.49,119.97,160.49,119.97,354.987,267.082,178.761,0.749,18988320,18988320,1361,1.329,0.752,0.97,23
74748,160.473,119.976,160.473,119.976,355.935,267.387,178.976,0.752,19060740,19060740,1362,1.331,0.751,0.973,23
74874,159.959,120.474,159.959,120.474,356.702,267.261,178.888,0.753,19092870,19092870,1363,1.335,0.749,0.975,23
74697,160.404,119.985,160.404,119.985,356.034,267.129,178.418,0.751,19047735,19047735,1364,1.333,0.75,0.973,23
71446,160.289,121.314,160.289,121.314,349.897,259.985,2.711,0.719,18218730,18218730,1365,1.346,0.743,0.93,23
73176,159.444,120.083,159.444,120.083,352.669,264.187,2.259,0.736,18659880,18659880,1366,1.335,0.749,0.953,23
72267,160.572,120.91,160.572,120.91,349.924,262.952,2.408,0.727,18428085,18428085,1367,1.331,0.751,0.941,23
72897,159.343,119.706,159.343,119.706,351.041,264.4,1.766,0.733,18588735,18588735,1368,1.328,0.753,0.949,23
73774,160.321,120.299,160.321,120.299,353.08,266.036,1.432,0.742,18812370,18812370,1369,1.327,0.753,0.961,23
74554,159.988,119.833,159.988,119.833,355.43,267.071,1.308,0.75,19011270,19011270,1370,1.331,0.751,0.971,23
74418,160.106,120.263,160.106,120.263,355.617,266.444,1.616,0.749,18976590,18976590,1371,1.335,0.749,0.969,23
73591,160.512,119.988,160.512,119.988,353.042,265.405,1.928,0.74,18765705,18765705,1372,1.33,0.752,0.958,23
73719,160.081,120.255,160.081,120.255,353.532,265.498,1.674,0.742,18798345,18798345,1373,1.332,0.751,0.96,23
73135,160.363,119.981,160.363,119.981,352.042,264.509,1.75,0.736,18649425,18649425,1374,1.331,0.751,0.952,23
74444,159.605,119.911,159.605,119.911,355.184,266.862,1.522,0.749,18983220,18983220,1375,1.331,0.751,0.969,23
73205,159.416,120.109,159.416,120.109,351.926,264.85,1.914,0.736,18667275,18667275,1376,1.329,0.753,0.953,23
73639,160.54,120.656,160.54,120.656,353.819,264.994,1.675,0.741,18777945,18777945,1377,1.335,0.749,0.959,23
71873,160.164,120.221,160.164,120.221,349.522,261.819,2.973,0.723,18327615,18327615,1378,1.335,0.749,0.936,23
74826,159.856,120.217,159.856,120.217,356.084,267.553,0.97,0.753,19080630,19080630,1379,1.331,0.751,0.974,23
73070,160.252,120.15,160.252,120.15,351.451,264.719,1.982,0.735,18632850,18632850,1380,1.328,0.753,0.951,23
74114,160.436,120.379,160.436,120.379,354.817,265.954,1.807,0.746,18899070,18899070,1381,1.334,0.75,0.965,23
73184,160.949,120.373,160.949,120.373,352.304,264.49,2.209,0.736,18661920,18661920,1382,1.332,0.751,0.953,23
74085,159.217,120.127,159.217,120.127,353.998,266.464,0.853,0.745,18891675,18891675,1383,1.329,0.753,0.965,23
73991,159.373,119.905,159.373,119.905,353.214,266.717,1.173,0.744,18867705,18867705,1384,1.324,0.755,0.963,23
73229,160.382,120.25,160.382,120.25,351.884,264.968,1.935,0.737,18673395,18673395,1385,1.328,0.753,0.954,23
73164,160.393,120.595,160.393,120.595,352.584,264.207,1.845,0.736,18656820,18656820,1386,1.334,0.749,0.953,23
72923,159.705,120.42,159.705,120.42,351.599,264.075,1.496,0.734,18595365,18595365,1387,1.331,0.751,0.95,23
74304,160.285,120.574,160.285,120.574,355.227,266.328,1.85,0.747,18947520,18947520,1388,1.334,0.75,0.968,23
72558,160.627,120.231,160.627,120.231,350.772,263.372,2.648,0.73,18502290,18502290,1389,1.332,0.751,0.945,23
74246,160.292,119.97,160.292,119.97,354.727,266.495,1.808,0.747,18932730,18932730,1390,1.331,0.751,0.967,23
74269,160.487,120.49,160.487,120.49,355.115,266.286,1.774,0.747,18938595,18938595,1391,1.334,0.75,0.967,23
74598,160.024,120.497,160.024,120.497,355.239,267.372,1.052,0.75,19022490,19022490,1392,1.329,0.753,0.971,23
74519,159.8,119.931,159.8,119.931,355.797,266.67,1.314,0.75,19002345,19002345,1393,1.334,0.75,0.97,23
74275,160.037,120.281,160.037,120.281,355.165,266.271,1.45,0.747,18940125,18940125,1394,1.334,0.75,0.967,23
74439,160.199,120.394,160.199,120.394,355.71,266.449,1.735,0.749,18981945,18981945,1395,1.335,0.749,0.969,23
73838,159.677,120.56,159.677,120.56,353.511,265.942,1.359,0.743,18828690,18828690,1396,1.329,0.752,0.961,23
73978,159.705,119.605,159.705,119.605,354.522,265.687,1.805,0.744,18864390,18864390,1397,1.334,0.749,0.963,23
74192,160.092,119.986,160.092,119.986,354.565,266.423,1.242,0.746,18918960,18918960,1398,1.331,0.751,0.966,23
71837,163.029,120.46,163.029,120.46,346.681,263.832,177.611,0.723,18318435,18318435,1399,1.314,0.761,0.935,24
70838,157.856,120.997,157.856,120.997,345.914,260.74,2.472,0.713,18063690,18063690,1400,1.327,0.754,0.922,24
71619,162.388,119.511,162.388,119.511,347.852,262.146,176.906,0.72,18262845,18262845,1401,1.327,0.754,0.933,24
72986,161.837,120.221,161.837,120.221,351.447,264.417,177.975,0.734,18611430,18611430,1402,1.329,0.752,0.95,24
71725,160.845,120.487,160.845,120.487,348.602,261.969,177.916,0.722,18289875,18289875,1403,1.331,0.751,0.934,24
72082,161.637,119.507,161.637,119.507,348.419,263.412,178.202,0.725,18380910,18380910,1404,1.323,0.756,0.939,24
70934,161.865,118.911,161.865,118.911,345.816,261.168,2.323,0.714,18088170,18088170,1405,1.324,0.755,0.924,24
71968,161.516,121.69,161.516,121.69,349.686,262.042,3.327,0.724,18351840,18351840,1406,1.334,0.749,0.937,24
71489,162.099,121.355,162.099,121.355,347.958,261.591,2.893,0.719,18229695,18229695,1407,1.33,0.752,0.931,24
71268,161.936,120.38,161.936,120.38,346.992,261.508,3.061,0.717,18173340,18173340,1408,1.327,0.754,0.928,24
72627,160.747,120.477,160.747,120.477,351.174,263.321,2.202,0.731,18519885,18519885,1409,1.334,0.75,0.946,24
71258,162.641,119.27,162.641,119.27,347.086,261.401,1.419,0.717,18170790,18170790,1410,1.328,0.753,0.928,24
70922,161.047,120.923,161.047,120.923,346.98,260.247,3.242,0.713,18085110,18085110,1411,1.333,0.75,0.923,24
70811,161.802,118.969,161.802,118.969,346.712,260.041,3.489,0.712,18056805,18056805,1412,1.333,0.75,0.922,24
71011,160.926,121.389,160.926,121.389,347.04,260.529,3.198,0.714,18107805,18107805,1413,1.332,0.751,0.925,24
69761,161.269,121.102,161.269,121.102,343.69,258.438,3.596,0.702,17789055,17789055,1414,1.33,0.752,0.908,24
72179,161.939,120.313,161.939,120.313,348.829,263.456,3.036,0.726,18405645,18405645,1415,1.324,0.755,0.94,24
72428,162.284,119.895,162.284,119.895,349.607,263.777,2.022,0.729,18469140,18469140,1416,1.325,0.754,0.943,24
71963,161.866,120.408,161.866,120.408,348.729,262.743,2.572,0.724,18350565,18350565,1417,1.327,0.753,0.937,24
71547,160.67,121.471,160.67,121.471,348.334,261.52,2.461,0.72,18244485,18244485,1418,1.332,0.751,0.932,24
71002,160.996,121.598,160.996,121.598,346.712,260.743,2.815,0.714,18105510,18105510,1419,1.33,0.752,0.925,24
71385,162.797,119.763,162.797,119.763,346.673,262.178,2.734,0.718,18203175,18203175,1420,1.322,0.756,0.929,24
71417,160.938,121.52,160.938,121.52,347.656,261.554,2.446,0.718,18211335,18211335,1421,1.329,0.752,0.93,24
70472,164.182,119.471,164.182,119.471,343.491,261.223,2.966,0.709,17970360,17970360,1422,1.315,0.76,0.918,24
69909,161.446,121.677,161.446,121.677,344.654,258.261,4.567,0.703,17826795,17826795,1423,1.335,0.749,0.91,24
71111,163.274,118.526,163.274,118.526,346.697,261.154,2.169,0.715,18133305,18133305,1424,1.328,0.753,0.926,24
70894,160.708,121.631,160.708,121.631,345.916,260.945,2.653,0.713,18077970,18077970,1425,1.326,0.754,0.923,24
70775,161.642,120.4,161.642,120.4,344.826,261.33,2.815,0.712,18047625,18047625,1426,1.32,0.758,0.922,24
70784,162.931,119.608,162.931,119.608,344.969,261.255,2.723,0.712,18049920,18049920,1427,1.32,0.757,0.922,24
70950,163.273,120.482,163.273,120.482,345.087,261.779,177.197,0.714,18092250,18092250,1428,1.318,0.759,0.924,24
72171,161.056,117.869,161.056,117.869,350.113,262.461,177.598,0.726,18403605,18403605,1429,1.334,0.75,0.94,24
71542,161.134,118.714,161.134,118.714,349.202,260.852,176.715,0.72,18243210,18243210,1430,1.339,0.747,0.932,24
70738,161.861,118.939,161.861,118.939,346.271,260.104,176.401,0.712,18038190,18038190,1431,1.331,0.751,0.921,24
71205,161.352,118.086,161.352,118.086,348.713,259.988,176.341,0.716,18157275,18157275,1432,1.341,0.746,0.927,24
70580,160.226,117.051,160.226,117.051,346.246,259.542,176.653,0.71,17997900,17997900,1433,1.334,0.75,0.919,24
71322,160.478,122.714,160.478,122.714,348.515,260.563,3.186,0.717,18187110,18187110,1434,1.338,0.748,0.929,24
72636,162.486,118.931,162.486,118.931,348.97,265.017,0.535,0.731,18522180,18522180,1435,1.317,0.759,0.946,24
70743,162.327,119.131,162.327,119.131,346.175,260.194,2.167,0.712,18039465,18039465,1436,1.33,0.752,0.921,24
70019,161.101,121.874,161.101,121.874,344.946,258.449,3.447,0.704,17854845,17854845,1437,1.335,0.749,0.912,24
71012,162.862,118.835,162.862,118.835,344.709,262.294,1.962,0.714,18108060,18108060,1438,1.314,0.761,0.925,24
71837,161.117,121.16,161.117,121.16,348.647,262.345,2.805,0.723,18318435,18318435,1439,1.329,0.752,0.935,24
71064,163.685,118.488,163.685,118.488,345.567,261.835,1.74,0.715,18121320,18121320,1440,1.32,0.758,0.925,24
70554,163.79,119.538,163.79,119.538,344.603,260.683,3.517,0.71,17991270,17991270,1441,1.322,0.756,0.919,24
71667,161.48,122.059,161.48,122.059,349.325,261.216,3.417,0.721,18275085,18275085,1442,1.337,0.748,0.933,24
70111,162.031,121.362,162.031,121.362,345.195,258.602,3.99,0.705,17878305,17878305,1443,1.335,0.749,0.913,24
70036,161.891,120.316,161.891,120.316,344.335,258.971,4.303,0.705,17859180,17859180,1444,1.33,0.752,0.912,24
70690,163.3,119.229,163.3,119.229,345.233,260.709,2.836,0.711,18025950,18025950,1445,1.324,0.755,0.92,24
